Año,CodClasificaciónEconómica,ClasificaciónEconómica,CodClasificaciónFuncional,Millones Euros
1995,D.51,Impuestos corrientes sobre la renta…a pagar,06.1,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.1,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.1,0.0
1995,D.7,Otras transferencias corrientes,06.1,9.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,06.1,0.0
1995,P.5,Formación bruta de capital,06.1,424.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.1,10.0
1995,D.9," Transferencias de capital, a pagar",06.1,439.0
1995,D.1,Remuneración de asalariados,06.2,634.0
1995,P.2,Consumos intermedios,06.2,594.0
1995,D.29,Otros impuestos sobre la producción,06.2,0.0
1995,D.3,Subvenciones,06.2,40.0
1995,D.4,Rentas de la propiedad,06.2,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,06.2,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.2,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.2,0.0
1995,D.7,Otras transferencias corrientes,06.2,6.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,06.2,0.0
1995,P.5,Formación bruta de capital,06.2,979.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.2,113.0
1995,D.9," Transferencias de capital, a pagar",06.2,195.0
1995,D.1,Remuneración de asalariados,06.3,58.0
1995,P.2,Consumos intermedios,06.3,136.0
1995,D.29,Otros impuestos sobre la producción,06.3,0.0
1995,D.3,Subvenciones,06.3,11.0
1995,D.4,Rentas de la propiedad,06.3,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,06.3,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.3,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.3,0.0
1995,D.7,Otras transferencias corrientes,06.3,3.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,06.3,0.0
1995,P.5,Formación bruta de capital,06.3,628.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.3,3.0
1995,D.9," Transferencias de capital, a pagar",06.3,5.0
1995,D.1,Remuneración de asalariados,06.4,17.0
1995,P.2,Consumos intermedios,06.4,98.0
1995,D.29,Otros impuestos sobre la producción,06.4,0.0
1995,D.3,Subvenciones,06.4,0.0
1995,D.4,Rentas de la propiedad,06.4,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,06.4,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.4,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.4,0.0
1995,D.7,Otras transferencias corrientes,06.4,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,06.4,0.0
1995,P.5,Formación bruta de capital,06.4,29.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.4,0.0
1995,D.9," Transferencias de capital, a pagar",06.4,0.0
1995,D.1,Remuneración de asalariados,06.5,12.0
1995,P.2,Consumos intermedios,06.5,3.0
1995,D.29,Otros impuestos sobre la producción,06.5,0.0
1995,D.3,Subvenciones,06.5,0.0
1995,D.4,Rentas de la propiedad,06.5,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,06.5,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.5,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.5,0.0
1995,D.7,Otras transferencias corrientes,06.5,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,06.5,0.0
1995,P.5,Formación bruta de capital,06.5,23.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.5,0.0
1995,D.9," Transferencias de capital, a pagar",06.5,0.0
1995,D.1,Remuneración de asalariados,06.6,21.0
1995,P.2,Consumos intermedios,06.6,6.0
1995,D.29,Otros impuestos sobre la producción,06.6,0.0
1995,D.3,Subvenciones,06.6,0.0
1995,D.4,Rentas de la propiedad,06.6,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,06.6,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,06.6,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,06.6,0.0
1995,D.7,Otras transferencias corrientes,06.6,6.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,06.6,0.0
1995,P.5,Formación bruta de capital,06.6,2.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,06.6,3.0
1995,D.9," Transferencias de capital, a pagar",06.6,1.0
1995,D.1,Remuneración de asalariados,07.1,10.0
1995,P.2,Consumos intermedios,07.1,2.0
1995,D.29,Otros impuestos sobre la producción,07.1,0.0
1995,D.3,Subvenciones,07.1,0.0
1995,D.4,Rentas de la propiedad,07.1,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,07.1,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.1,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.1,4587.0
1995,D.7,Otras transferencias corrientes,07.1,1.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,07.1,0.0
1995,P.5,Formación bruta de capital,07.1,0.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.1,3.0
1995,D.9," Transferencias de capital, a pagar",07.1,0.0
1995,D.1,Remuneración de asalariados,07.2,10853.0
1995,P.2,Consumos intermedios,07.2,4078.0
1995,D.29,Otros impuestos sobre la producción,07.2,13.0
1995,D.3,Subvenciones,07.2,0.0
1995,D.4,Rentas de la propiedad,07.2,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,07.2,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.2,658.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.2,1943.0
1995,D.7,Otras transferencias corrientes,07.2,32.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,07.2,0.0
1995,P.5,Formación bruta de capital,07.2,651.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.2,0.0
1995,D.9," Transferencias de capital, a pagar",07.2,16.0
1995,D.1,Remuneración de asalariados,07.3,0.0
1995,P.2,Consumos intermedios,07.3,0.0
1995,D.29,Otros impuestos sobre la producción,07.3,0.0
1995,D.3,Subvenciones,07.3,0.0
1995,D.4,Rentas de la propiedad,07.3,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,07.3,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.3,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.3,0.0
1995,D.7,Otras transferencias corrientes,07.3,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,07.3,0.0
1995,P.5,Formación bruta de capital,07.3,0.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.3,0.0
1995,D.9," Transferencias de capital, a pagar",07.3,0.0
1995,D.1,Remuneración de asalariados,07.4,272.0
1995,P.2,Consumos intermedios,07.4,85.0
1995,D.29,Otros impuestos sobre la producción,07.4,0.0
1995,D.3,Subvenciones,07.4,0.0
1995,D.4,Rentas de la propiedad,07.4,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,07.4,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.4,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.4,70.0
1995,D.7,Otras transferencias corrientes,07.4,15.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,07.4,0.0
1995,P.5,Formación bruta de capital,07.4,30.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.4,0.0
1995,D.9," Transferencias de capital, a pagar",07.4,0.0
1995,D.1,Remuneración de asalariados,07.5,125.0
1995,P.2,Consumos intermedios,07.5,29.0
1995,D.29,Otros impuestos sobre la producción,07.5,0.0
1995,D.3,Subvenciones,07.5,24.0
1995,D.4,Rentas de la propiedad,07.5,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,07.5,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.5,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.5,0.0
1995,D.7,Otras transferencias corrientes,07.5,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,07.5,0.0
1995,P.5,Formación bruta de capital,07.5,230.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.5,0.0
1995,D.9," Transferencias de capital, a pagar",07.5,23.0
1995,D.1,Remuneración de asalariados,07.6,255.0
1995,P.2,Consumos intermedios,07.6,68.0
1995,D.29,Otros impuestos sobre la producción,07.6,4.0
1995,D.3,Subvenciones,07.6,15.0
1995,D.4,Rentas de la propiedad,07.6,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,07.6,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,07.6,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,07.6,0.0
1995,D.7,Otras transferencias corrientes,07.6,16.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,07.6,0.0
1995,P.5,Formación bruta de capital,07.6,33.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,07.6,0.0
1995,D.9," Transferencias de capital, a pagar",07.6,3.0
1995,D.1,Remuneración de asalariados,08.1,382.0
1995,P.2,Consumos intermedios,08.1,315.0
1995,D.29,Otros impuestos sobre la producción,08.1,0.0
1995,D.3,Subvenciones,08.1,0.0
1995,D.4,Rentas de la propiedad,08.1,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,08.1,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.1,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.1,4.0
1995,D.7,Otras transferencias corrientes,08.1,159.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,08.1,0.0
1995,P.5,Formación bruta de capital,08.1,436.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.1,-1.0
1995,D.9," Transferencias de capital, a pagar",08.1,15.0
1995,D.1,Remuneración de asalariados,08.2,647.0
1995,P.2,Consumos intermedios,08.2,589.0
1995,D.29,Otros impuestos sobre la producción,08.2,0.0
1995,D.3,Subvenciones,08.2,50.0
1995,D.4,Rentas de la propiedad,08.2,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,08.2,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.2,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.2,10.0
1995,D.7,Otras transferencias corrientes,08.2,192.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,08.2,0.0
1995,P.5,Formación bruta de capital,08.2,531.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.2,4.0
1995,D.9," Transferencias de capital, a pagar",08.2,142.0
1995,D.1,Remuneración de asalariados,08.3,580.0
1995,P.2,Consumos intermedios,08.3,1056.0
1995,D.29,Otros impuestos sobre la producción,08.3,2.0
1995,D.3,Subvenciones,08.3,43.0
1995,D.4,Rentas de la propiedad,08.3,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,08.3,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.3,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.3,0.0
1995,D.7,Otras transferencias corrientes,08.3,1.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,08.3,0.0
1995,P.5,Formación bruta de capital,08.3,20.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.3,0.0
1995,D.9," Transferencias de capital, a pagar",08.3,6.0
1995,D.1,Remuneración de asalariados,08.4,117.0
1995,P.2,Consumos intermedios,08.4,118.0
1995,D.29,Otros impuestos sobre la producción,08.4,0.0
1995,D.3,Subvenciones,08.4,48.0
1995,D.4,Rentas de la propiedad,08.4,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,08.4,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.4,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.4,0.0
1995,D.7,Otras transferencias corrientes,08.4,270.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,08.4,0.0
1995,P.5,Formación bruta de capital,08.4,44.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.4,0.0
1995,D.9," Transferencias de capital, a pagar",08.4,14.0
1995,D.1,Remuneración de asalariados,08.5,8.0
1995,P.2,Consumos intermedios,08.5,1.0
1995,D.29,Otros impuestos sobre la producción,08.5,0.0
1995,D.3,Subvenciones,08.5,0.0
1995,D.4,Rentas de la propiedad,08.5,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,08.5,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.5,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.5,0.0
1995,D.7,Otras transferencias corrientes,08.5,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,08.5,0.0
1995,P.5,Formación bruta de capital,08.5,12.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.5,0.0
1995,D.9," Transferencias de capital, a pagar",08.5,0.0
1995,D.1,Remuneración de asalariados,08.6,106.0
1995,P.2,Consumos intermedios,08.6,75.0
1995,D.29,Otros impuestos sobre la producción,08.6,0.0
1995,D.3,Subvenciones,08.6,2.0
1995,D.4,Rentas de la propiedad,08.6,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,08.6,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,08.6,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,08.6,0.0
1995,D.7,Otras transferencias corrientes,08.6,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,08.6,0.0
1995,P.5,Formación bruta de capital,08.6,4.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,08.6,0.0
1995,D.9," Transferencias de capital, a pagar",08.6,0.0
1995,D.1,Remuneración de asalariados,09.1,5405.0
1995,P.2,Consumos intermedios,09.1,350.0
1995,D.29,Otros impuestos sobre la producción,09.1,0.0
1995,D.3,Subvenciones,09.1,0.0
1995,D.4,Rentas de la propiedad,09.1,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,09.1,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.1,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.1,1179.0
1995,D.7,Otras transferencias corrientes,09.1,73.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,09.1,0.0
1995,P.5,Formación bruta de capital,09.1,367.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.1,0.0
1995,D.9," Transferencias de capital, a pagar",09.1,1.0
1995,D.1,Remuneración de asalariados,09.2,6306.0
1995,P.2,Consumos intermedios,09.2,345.0
1995,D.29,Otros impuestos sobre la producción,09.2,0.0
1995,D.3,Subvenciones,09.2,0.0
1995,D.4,Rentas de la propiedad,09.2,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,09.2,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.2,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.2,908.0
1995,D.7,Otras transferencias corrientes,09.2,169.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,09.2,0.0
1995,P.5,Formación bruta de capital,09.2,389.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.2,0.0
1995,D.9," Transferencias de capital, a pagar",09.2,9.0
1995,D.1,Remuneración de asalariados,09.3,2.0
1995,P.2,Consumos intermedios,09.3,0.0
1995,D.29,Otros impuestos sobre la producción,09.3,0.0
1995,D.3,Subvenciones,09.3,0.0
1995,D.4,Rentas de la propiedad,09.3,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,09.3,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.3,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.3,0.0
1995,D.7,Otras transferencias corrientes,09.3,0.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,09.3,0.0
1995,P.5,Formación bruta de capital,09.3,0.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.3,0.0
1995,D.9," Transferencias de capital, a pagar",09.3,0.0
1995,D.1,Remuneración de asalariados,09.4,1652.0
1995,P.2,Consumos intermedios,09.4,526.0
1995,D.29,Otros impuestos sobre la producción,09.4,0.0
1995,D.3,Subvenciones,09.4,0.0
1995,D.4,Rentas de la propiedad,09.4,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,09.4,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.4,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.4,122.0
1995,D.7,Otras transferencias corrientes,09.4,493.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,09.4,0.0
1995,P.5,Formación bruta de capital,09.4,236.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.4,12.0
1995,D.9," Transferencias de capital, a pagar",09.4,14.0
1995,D.1,Remuneración de asalariados,09.5,304.0
1995,P.2,Consumos intermedios,09.5,37.0
1995,D.29,Otros impuestos sobre la producción,09.5,0.0
1995,D.3,Subvenciones,09.5,0.0
1995,D.4,Rentas de la propiedad,09.5,0.0
1995,D.51,Impuestos corrientes sobre la renta…a pagar,09.5,0.0
1995,D.62,Prestaciones sociales distintas de las  transferencias sociales en especie,09.5,0.0
1995,D.632,Transferencias sociales en especie: producción adquirida en el mercado,09.5,15.0
1995,D.7,Otras transferencias corrientes,09.5,27.0
1995,D.8,Ajustes por la variación de los derechos por pensiones,09.5,0.0
1995,P.5,Formación bruta de capital,09.5,1.0
1995,NP, Adquisiciones menos cesiones de activos no financieros no producidos,09.5,0.0
1995,D.9," Transferencias de capital, a pagar",09.5,0.0
1995,D.1,Remuneración de asalariados,09.6,49.0
1995,P.2,Consumos intermedios,09.6,77.0
1995,D.29,Otros impuestos sobre la producción,09.6,0.0
1995,D.3,Subvenciones,09.6,0.0
1995,D.4,Rentas de la propiedad,09.6,0.0
